miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	Sample ID
hsa-mir-2110	8	5.693452	N	TCGA-AY-4070-01A
hsa-mir-326	11	7.828496	N	TCGA-AY-4070-01A
hsa-mir-346	0	0.0	N	TCGA-AY-4070-01A
hsa-mir-3653	23	16.368674	N	TCGA-AY-4070-01A
hsa-mir-375	7161	5096.350996	N	TCGA-AY-4070-01A
hsa-mir-484	211	150.16479	N	TCGA-AY-4070-01A
hsa-mir-760	2	1.423363	N	TCGA-AY-4070-01A
hsa-mir-1249	0	0.0	N	TCGA-AA-3502-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3502-01A
hsa-mir-1976	5	2.395247	N	TCGA-AA-3502-01A
hsa-mir-2110	2	0.958099	N	TCGA-AA-3502-01A
hsa-mir-326	0	0.0	N	TCGA-AA-3502-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3502-01A
hsa-mir-3653	4	1.916198	N	TCGA-AA-3502-01A
hsa-mir-375	98205	47045.055084	N	TCGA-AA-3502-01A
hsa-mir-484	38	18.203881	N	TCGA-AA-3502-01A
hsa-mir-760	0	0.0	N	TCGA-AA-3502-01A
hsa-mir-1249	6	1.359357	N	TCGA-CM-5861-01A
hsa-mir-1538	0	0.0	N	TCGA-CM-5861-01A
hsa-mir-1976	17	3.851513	N	TCGA-CM-5861-01A
hsa-mir-2110	14	3.171834	N	TCGA-CM-5861-01A
hsa-mir-326	19	4.304632	N	TCGA-CM-5861-01A
hsa-mir-346	0	0.0	N	TCGA-CM-5861-01A
hsa-mir-3653	14	3.171834	N	TCGA-CM-5861-01A
hsa-mir-375	81395	18440.816974	N	TCGA-CM-5861-01A
hsa-mir-484	187	42.366641	N	TCGA-CM-5861-01A
hsa-mir-760	8	1.812477	N	TCGA-CM-5861-01A
hsa-mir-1249	4	0.883979	N	TCGA-AA-3662-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3662-01A
hsa-mir-1976	53	11.712728	N	TCGA-AA-3662-01A
hsa-mir-2110	6	1.325969	N	TCGA-AA-3662-01A
hsa-mir-326	5	1.104974	N	TCGA-AA-3662-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3662-01A
hsa-mir-3653	18	3.977908	N	TCGA-AA-3662-01A
hsa-mir-375	65247	14419.252012	N	TCGA-AA-3662-01A
hsa-mir-484	224	49.50285	N	TCGA-AA-3662-01A
hsa-mir-760	3	0.662985	N	TCGA-AA-3662-01A
hsa-mir-1249	6	1.950389	N	TCGA-D5-6539-01A
hsa-mir-1538	0	0.0	N	TCGA-D5-6539-01A
hsa-mir-1976	36	11.702335	N	TCGA-D5-6539-01A
hsa-mir-2110	7	2.275454	N	TCGA-D5-6539-01A
hsa-mir-326	9	2.925584	N	TCGA-D5-6539-01A
hsa-mir-346	0	0.0	N	TCGA-D5-6539-01A
hsa-mir-3653	7	2.275454	N	TCGA-D5-6539-01A
hsa-mir-375	120840	39280.839474	N	TCGA-D5-6539-01A
hsa-mir-484	167	54.285834	N	TCGA-D5-6539-01A
hsa-mir-760	4	1.300259	N	TCGA-D5-6539-01A
hsa-mir-1249	3	0.908279	N	TCGA-D5-6532-01A
hsa-mir-1538	0	0.0	N	TCGA-D5-6532-01A
hsa-mir-1976	25	7.568991	N	TCGA-D5-6532-01A
hsa-mir-2110	14	4.238635	N	TCGA-D5-6532-01A
hsa-mir-326	11	3.330356	N	TCGA-D5-6532-01A
hsa-mir-346	0	0.0	N	TCGA-D5-6532-01A
hsa-mir-3653	19	5.752433	N	TCGA-D5-6532-01A
hsa-mir-375	51708	15655.096202	N	TCGA-D5-6532-01A
hsa-mir-484	116	35.12012	N	TCGA-D5-6532-01A
hsa-mir-760	1	0.30276	N	TCGA-D5-6532-01A
hsa-mir-1249	1	0.575264	N	TCGA-AA-A03F-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-A03F-01A
hsa-mir-1976	8	4.602113	N	TCGA-AA-A03F-01A
hsa-mir-2110	0	0.0	N	TCGA-AA-A03F-01A
hsa-mir-326	7	4.026849	N	TCGA-AA-A03F-01A
hsa-mir-346	0	0.0	N	TCGA-AA-A03F-01A
hsa-mir-3653	12	6.903169	N	TCGA-AA-A03F-01A
hsa-mir-375	67854	39033.970496	N	TCGA-AA-A03F-01A
hsa-mir-484	116	66.730636	N	TCGA-AA-A03F-01A
hsa-mir-760	1	0.575264	N	TCGA-AA-A03F-01A
hsa-mir-1249	4	3.615813	N	TCGA-A6-2672-01A
hsa-mir-1538	0	0.0	N	TCGA-A6-2672-01A
hsa-mir-1976	7	6.327672	N	TCGA-A6-2672-01A
hsa-mir-2110	1	0.903953	N	TCGA-A6-2672-01A
hsa-mir-326	2	1.807906	N	TCGA-A6-2672-01A
hsa-mir-346	0	0.0	N	TCGA-A6-2672-01A
hsa-mir-3653	56	50.621377	N	TCGA-A6-2672-01A
hsa-mir-375	14523	13128.111859	N	TCGA-A6-2672-01A
hsa-mir-484	54	48.813471	N	TCGA-A6-2672-01A
hsa-mir-760	1	0.903953	N	TCGA-A6-2672-01A
hsa-mir-1249	8	2.113363	N	TCGA-AD-A5EK-01A
hsa-mir-1538	0	0.0	N	TCGA-AD-A5EK-01A
hsa-mir-1976	20	5.283407	N	TCGA-AD-A5EK-01A
hsa-mir-2110	2	0.528341	N	TCGA-AD-A5EK-01A
hsa-mir-326	5	1.320852	N	TCGA-AD-A5EK-01A
hsa-mir-346	4	1.056681	N	TCGA-AD-A5EK-01A
hsa-mir-3653	17	4.490896	N	TCGA-AD-A5EK-01A
hsa-mir-375	40703	10752.526261	N	TCGA-AD-A5EK-01A
hsa-mir-484	122	32.228784	N	TCGA-AD-A5EK-01A
hsa-mir-760	2	0.528341	N	TCGA-AD-A5EK-01A
hsa-mir-1249	12	2.260058	N	TCGA-G4-6317-01A
hsa-mir-1538	0	0.0	N	TCGA-G4-6317-01A
hsa-mir-1976	37	6.968512	N	TCGA-G4-6317-01A
hsa-mir-2110	6	1.130029	N	TCGA-G4-6317-01A
hsa-mir-326	11	2.07172	N	TCGA-G4-6317-01A
hsa-mir-346	0	0.0	N	TCGA-G4-6317-01A
hsa-mir-3653	19	3.578425	N	TCGA-G4-6317-01A
hsa-mir-375	91452	17223.902827	N	TCGA-G4-6317-01A
hsa-mir-484	200	37.667635	N	TCGA-G4-6317-01A
hsa-mir-760	0	0.0	N	TCGA-G4-6317-01A
hsa-mir-1249	10	1.169035	N	TCGA-AA-3511-01A
hsa-mir-1538	4	0.467614	N	TCGA-AA-3511-01A
hsa-mir-1976	136	15.898874	N	TCGA-AA-3511-01A
hsa-mir-2110	11	1.285938	N	TCGA-AA-3511-01A
hsa-mir-326	58	6.780402	N	TCGA-AA-3511-01A
hsa-mir-346	1	0.116903	N	TCGA-AA-3511-01A
hsa-mir-3653	52	6.078981	N	TCGA-AA-3511-01A
hsa-mir-375	113535	13272.637044	N	TCGA-AA-3511-01A
hsa-mir-484	315	36.824597	N	TCGA-AA-3511-01A
hsa-mir-760	11	1.285938	N	TCGA-AA-3511-01A
hsa-mir-1249	7	2.373432	N	TCGA-G4-6309-01A
hsa-mir-1538	3	1.017185	N	TCGA-G4-6309-01A
hsa-mir-1976	19	6.442174	N	TCGA-G4-6309-01A
hsa-mir-2110	11	3.72968	N	TCGA-G4-6309-01A
hsa-mir-326	48	16.274966	N	TCGA-G4-6309-01A
hsa-mir-346	0	0.0	N	TCGA-G4-6309-01A
hsa-mir-3653	17	5.76405	N	TCGA-G4-6309-01A
hsa-mir-375	193347	65556.578392	N	TCGA-G4-6309-01A
hsa-mir-484	258	87.47794	N	TCGA-G4-6309-01A
hsa-mir-760	9	3.051556	N	TCGA-G4-6309-01A
hsa-mir-1249	12	2.862969	N	TCGA-AA-3712-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3712-01A
hsa-mir-1976	36	8.588907	N	TCGA-AA-3712-01A
hsa-mir-2110	9	2.147227	N	TCGA-AA-3712-01A
hsa-mir-326	14	3.34013	N	TCGA-AA-3712-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3712-01A
hsa-mir-3653	19	4.533034	N	TCGA-AA-3712-01A
hsa-mir-375	111542	26611.774008	N	TCGA-AA-3712-01A
hsa-mir-484	333	79.44739	N	TCGA-AA-3712-01A
hsa-mir-760	6	1.431484	N	TCGA-AA-3712-01A
hsa-mir-1249	1	0.116433	N	TCGA-DM-A1HA-01A
hsa-mir-1538	1	0.116433	N	TCGA-DM-A1HA-01A
hsa-mir-1976	40	4.657321	N	TCGA-DM-A1HA-01A
hsa-mir-2110	11	1.280763	N	TCGA-DM-A1HA-01A
hsa-mir-326	17	1.979362	N	TCGA-DM-A1HA-01A
hsa-mir-346	0	0.0	N	TCGA-DM-A1HA-01A
hsa-mir-3653	35	4.075156	N	TCGA-DM-A1HA-01A
hsa-mir-375	133200	15508.879882	N	TCGA-DM-A1HA-01A
hsa-mir-484	228	26.546731	N	TCGA-DM-A1HA-01A
hsa-mir-760	6	0.698598	N	TCGA-DM-A1HA-01A
hsa-mir-1249	15	5.236048	N	TCGA-A6-5656-01B
hsa-mir-1538	1	0.34907	N	TCGA-A6-5656-01B
hsa-mir-1976	62	21.642332	N	TCGA-A6-5656-01B
hsa-mir-2110	9	3.141629	N	TCGA-A6-5656-01B
hsa-mir-326	12	4.188838	N	TCGA-A6-5656-01B
hsa-mir-346	0	0.0	N	TCGA-A6-5656-01B
hsa-mir-3653	75	26.18024	N	TCGA-A6-5656-01B
hsa-mir-375	42948	14991.852709	N	TCGA-A6-5656-01B
hsa-mir-484	397	138.580738	N	TCGA-A6-5656-01B
hsa-mir-760	3	1.04721	N	TCGA-A6-5656-01B
hsa-mir-1249	2	0.388543	N	TCGA-D5-5538-01A
hsa-mir-1538	1	0.194272	N	TCGA-D5-5538-01A
hsa-mir-1976	30	5.828151	N	TCGA-D5-5538-01A
hsa-mir-2110	4	0.777087	N	TCGA-D5-5538-01A
hsa-mir-326	18	3.496891	N	TCGA-D5-5538-01A
hsa-mir-346	0	0.0	N	TCGA-D5-5538-01A
hsa-mir-3653	9	1.748445	N	TCGA-D5-5538-01A
hsa-mir-375	53012	10298.7316	N	TCGA-D5-5538-01A
hsa-mir-484	98	19.038627	N	TCGA-D5-5538-01A
hsa-mir-760	3	0.582815	N	TCGA-D5-5538-01A
hsa-mir-1249	5	1.439355	N	TCGA-G4-6586-01A
hsa-mir-1538	0	0.0	N	TCGA-G4-6586-01A
hsa-mir-1976	37	10.651225	N	TCGA-G4-6586-01A
hsa-mir-2110	15	4.318064	N	TCGA-G4-6586-01A
hsa-mir-326	26	7.484644	N	TCGA-G4-6586-01A
hsa-mir-346	0	0.0	N	TCGA-G4-6586-01A
hsa-mir-3653	70	20.150965	N	TCGA-G4-6586-01A
hsa-mir-375	79176	22792.468951	N	TCGA-G4-6586-01A
hsa-mir-484	220	63.331605	N	TCGA-G4-6586-01A
hsa-mir-760	5	1.439355	N	TCGA-G4-6586-01A
hsa-mir-1249	4	1.495087	N	TCGA-AA-3812-01A
hsa-mir-1538	1	0.373772	N	TCGA-AA-3812-01A
hsa-mir-1976	4	1.495087	N	TCGA-AA-3812-01A
hsa-mir-2110	6	2.242631	N	TCGA-AA-3812-01A
hsa-mir-326	25	9.344296	N	TCGA-AA-3812-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3812-01A
hsa-mir-3653	27	10.091839	N	TCGA-AA-3812-01A
hsa-mir-375	82713	30915.78958	N	TCGA-AA-3812-01A
hsa-mir-484	107	39.993586	N	TCGA-AA-3812-01A
hsa-mir-760	4	1.495087	N	TCGA-AA-3812-01A
hsa-mir-1249	3	4.468455	N	TCGA-AA-3815-01A
hsa-mir-1538	1	1.489485	N	TCGA-AA-3815-01A
hsa-mir-1976	0	0.0	N	TCGA-AA-3815-01A
hsa-mir-2110	5	7.447425	N	TCGA-AA-3815-01A
hsa-mir-326	24	35.74764	N	TCGA-AA-3815-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3815-01A
hsa-mir-3653	27	40.216094	N	TCGA-AA-3815-01A
hsa-mir-375	15017	22367.595956	N	TCGA-AA-3815-01A
hsa-mir-484	49	72.984764	N	TCGA-AA-3815-01A
hsa-mir-760	6	8.93691	N	TCGA-AA-3815-01A
hsa-mir-1249	3	0.953464	N	TCGA-AA-3952-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3952-01A
hsa-mir-1976	8	2.542571	N	TCGA-AA-3952-01A
hsa-mir-2110	0	0.0	N	TCGA-AA-3952-01A
hsa-mir-326	10	3.178213	N	TCGA-AA-3952-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3952-01A
hsa-mir-3653	19	6.038605	N	TCGA-AA-3952-01A
hsa-mir-375	117865	37460.010132	N	TCGA-AA-3952-01A
hsa-mir-484	90	28.603919	N	TCGA-AA-3952-01A
hsa-mir-760	1	0.317821	N	TCGA-AA-3952-01A
hsa-mir-1249	4	2.687336	N	TCGA-AZ-4308-01A
hsa-mir-1538	0	0.0	N	TCGA-AZ-4308-01A
hsa-mir-1976	7	4.702838	N	TCGA-AZ-4308-01A
hsa-mir-2110	1	0.671834	N	TCGA-AZ-4308-01A
hsa-mir-326	0	0.0	N	TCGA-AZ-4308-01A
hsa-mir-346	0	0.0	N	TCGA-AZ-4308-01A
hsa-mir-3653	11	7.390174	N	TCGA-AZ-4308-01A
hsa-mir-375	11767	7905.470274	N	TCGA-AZ-4308-01A
hsa-mir-484	60	40.310038	N	TCGA-AZ-4308-01A
hsa-mir-760	0	0.0	N	TCGA-AZ-4308-01A
hsa-mir-1249	1	0.507558	N	TCGA-A6-3807-01A
hsa-mir-1538	0	0.0	N	TCGA-A6-3807-01A
hsa-mir-1976	9	4.568022	N	TCGA-A6-3807-01A
hsa-mir-2110	4	2.030232	N	TCGA-A6-3807-01A
hsa-mir-326	3	1.522674	N	TCGA-A6-3807-01A
hsa-mir-346	0	0.0	N	TCGA-A6-3807-01A
hsa-mir-3653	25	12.688951	N	TCGA-A6-3807-01A
hsa-mir-375	11989	6085.113424	N	TCGA-A6-3807-01A
hsa-mir-484	117	59.384291	N	TCGA-A6-3807-01A
hsa-mir-760	0	0.0	N	TCGA-A6-3807-01A
hsa-mir-1249	4	0.697282	N	TCGA-AZ-6599-01A
hsa-mir-1538	0	0.0	N	TCGA-AZ-6599-01A
hsa-mir-1976	28	4.880971	N	TCGA-AZ-6599-01A
hsa-mir-2110	17	2.963446	N	TCGA-AZ-6599-01A
hsa-mir-326	20	3.486408	N	TCGA-AZ-6599-01A
hsa-mir-346	1	0.17432	N	TCGA-AZ-6599-01A
hsa-mir-3653	66	11.505145	N	TCGA-AZ-6599-01A
hsa-mir-375	670403	116864.9038	N	TCGA-AZ-6599-01A
hsa-mir-484	143	24.927814	N	TCGA-AZ-6599-01A
hsa-mir-760	3	0.522961	N	TCGA-AZ-6599-01A
hsa-mir-1249	3	0.790744	N	TCGA-D5-6538-01A
hsa-mir-1538	0	0.0	N	TCGA-D5-6538-01A
hsa-mir-1976	15	3.953718	N	TCGA-D5-6538-01A
hsa-mir-2110	9	2.372231	N	TCGA-D5-6538-01A
hsa-mir-326	22	5.798787	N	TCGA-D5-6538-01A
hsa-mir-346	0	0.0	N	TCGA-D5-6538-01A
hsa-mir-3653	6	1.581487	N	TCGA-D5-6538-01A
hsa-mir-375	96882	25536.275761	N	TCGA-D5-6538-01A
hsa-mir-484	115	30.31184	N	TCGA-D5-6538-01A
hsa-mir-760	3	0.790744	N	TCGA-D5-6538-01A
hsa-mir-1249	2	2.128438	N	TCGA-AA-3861-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3861-01A
hsa-mir-1976	3	3.192658	N	TCGA-AA-3861-01A
hsa-mir-2110	4	4.256877	N	TCGA-AA-3861-01A
hsa-mir-326	6	6.385315	N	TCGA-AA-3861-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3861-01A
hsa-mir-3653	63	67.045813	N	TCGA-AA-3861-01A
hsa-mir-375	26857	28581.736295	N	TCGA-AA-3861-01A
hsa-mir-484	36	38.311893	N	TCGA-AA-3861-01A
hsa-mir-760	0	0.0	N	TCGA-AA-3861-01A
hsa-mir-1249	9	0.555701	N	TCGA-CA-6719-01A
hsa-mir-1538	2	0.123489	N	TCGA-CA-6719-01A
hsa-mir-1976	83	5.124799	N	TCGA-CA-6719-01A
hsa-mir-2110	33	2.037571	N	TCGA-CA-6719-01A
hsa-mir-326	73	4.507353	N	TCGA-CA-6719-01A
hsa-mir-346	0	0.0	N	TCGA-CA-6719-01A
hsa-mir-3653	25	1.543614	N	TCGA-CA-6719-01A
hsa-mir-375	74279	4586.324394	N	TCGA-CA-6719-01A
hsa-mir-484	317	19.573026	N	TCGA-CA-6719-01A
hsa-mir-760	16	0.987913	N	TCGA-CA-6719-01A
hsa-mir-1249	3	0.479935	N	TCGA-CK-5916-01A
hsa-mir-1538	0	0.0	N	TCGA-CK-5916-01A
hsa-mir-1976	41	6.559118	N	TCGA-CK-5916-01A
hsa-mir-2110	16	2.559656	N	TCGA-CK-5916-01A
hsa-mir-326	39	6.239161	N	TCGA-CK-5916-01A
hsa-mir-346	0	0.0	N	TCGA-CK-5916-01A
hsa-mir-3653	6	0.959871	N	TCGA-CK-5916-01A
hsa-mir-375	32109	5136.749621	N	TCGA-CK-5916-01A
hsa-mir-484	79	12.638301	N	TCGA-CK-5916-01A
hsa-mir-760	38	6.079183	N	TCGA-CK-5916-01A
hsa-mir-1249	0	0.0	N	TCGA-AA-3518-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3518-01A
hsa-mir-1976	5	6.271503	N	TCGA-AA-3518-01A
hsa-mir-2110	1	1.254301	N	TCGA-AA-3518-01A
hsa-mir-326	0	0.0	N	TCGA-AA-3518-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3518-01A
hsa-mir-3653	43	53.934929	N	TCGA-AA-3518-01A
hsa-mir-375	42355	53125.905448	N	TCGA-AA-3518-01A
hsa-mir-484	41	51.426328	N	TCGA-AA-3518-01A
hsa-mir-760	0	0.0	N	TCGA-AA-3518-01A
hsa-mir-1249	0	0.0	N	TCGA-AA-3509-01A
hsa-mir-1538	1	0.716959	N	TCGA-AA-3509-01A
hsa-mir-1976	6	4.301754	N	TCGA-AA-3509-01A
hsa-mir-2110	2	1.433918	N	TCGA-AA-3509-01A
hsa-mir-326	8	5.735672	N	TCGA-AA-3509-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3509-01A
hsa-mir-3653	12	8.603507	N	TCGA-AA-3509-01A
hsa-mir-375	16574	11882.877586	N	TCGA-AA-3509-01A
hsa-mir-484	96	68.828059	N	TCGA-AA-3509-01A
hsa-mir-760	2	1.433918	N	TCGA-AA-3509-01A
hsa-mir-1249	3	2.08274	N	TCGA-AA-A00O-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-A00O-01A
hsa-mir-1976	9	6.248221	N	TCGA-AA-A00O-01A
hsa-mir-2110	3	2.08274	N	TCGA-AA-A00O-01A
hsa-mir-326	10	6.942468	N	TCGA-AA-A00O-01A
hsa-mir-346	0	0.0	N	TCGA-AA-A00O-01A
hsa-mir-3653	23	15.967676	N	TCGA-AA-A00O-01A
hsa-mir-375	6531	4534.1257	N	TCGA-AA-A00O-01A
hsa-mir-484	50	34.712339	N	TCGA-AA-A00O-01A
hsa-mir-760	1	0.694247	N	TCGA-AA-A00O-01A
hsa-mir-1249	2	0.824282	N	TCGA-AA-A024-01A
hsa-mir-1538	2	0.824282	N	TCGA-AA-A024-01A
hsa-mir-1976	35	14.424936	N	TCGA-AA-A024-01A
hsa-mir-2110	27	11.127807	N	TCGA-AA-A024-01A
hsa-mir-326	2	0.824282	N	TCGA-AA-A024-01A
hsa-mir-346	0	0.0	N	TCGA-AA-A024-01A
hsa-mir-3653	18	7.418538	N	TCGA-AA-A024-01A
hsa-mir-375	133956	55208.761788	N	TCGA-AA-A024-01A
hsa-mir-484	81	33.383422	N	TCGA-AA-A024-01A
hsa-mir-760	2	0.824282	N	TCGA-AA-A024-01A
hsa-mir-1249	11	1.288863	N	TCGA-CM-6677-01A
hsa-mir-1538	1	0.117169	N	TCGA-CM-6677-01A
hsa-mir-1976	45	5.27262	N	TCGA-CM-6677-01A
hsa-mir-2110	6	0.703016	N	TCGA-CM-6677-01A
hsa-mir-326	28	3.280741	N	TCGA-CM-6677-01A
hsa-mir-346	0	0.0	N	TCGA-CM-6677-01A
hsa-mir-3653	49	5.741298	N	TCGA-CM-6677-01A
hsa-mir-375	67010	7851.51739	N	TCGA-CM-6677-01A
hsa-mir-484	391	45.813211	N	TCGA-CM-6677-01A
hsa-mir-760	2	0.234339	N	TCGA-CM-6677-01A
hsa-mir-1249	6	3.695034	N	TCGA-AA-A010-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-A010-01A
hsa-mir-1976	17	10.469263	N	TCGA-AA-A010-01A
hsa-mir-2110	9	5.542551	N	TCGA-AA-A010-01A
hsa-mir-326	22	13.548458	N	TCGA-AA-A010-01A
hsa-mir-346	0	0.0	N	TCGA-AA-A010-01A
hsa-mir-3653	47	28.944433	N	TCGA-AA-A010-01A
hsa-mir-375	43844	27000.845547	N	TCGA-AA-A010-01A
hsa-mir-484	212	130.55787	N	TCGA-AA-A010-01A
hsa-mir-760	7	4.310873	N	TCGA-AA-A010-01A
hsa-mir-1249	8	1.165173	N	TCGA-AD-6548-01A
hsa-mir-1538	1	0.145647	N	TCGA-AD-6548-01A
hsa-mir-1976	46	6.699747	N	TCGA-AD-6548-01A
hsa-mir-2110	31	4.515047	N	TCGA-AD-6548-01A
hsa-mir-326	37	5.388927	N	TCGA-AD-6548-01A
hsa-mir-346	2	0.291293	N	TCGA-AD-6548-01A
hsa-mir-3653	49	7.136687	N	TCGA-AD-6548-01A
hsa-mir-375	63384	9231.668655	N	TCGA-AD-6548-01A
hsa-mir-484	379	55.200089	N	TCGA-AD-6548-01A
hsa-mir-760	8	1.165173	N	TCGA-AD-6548-01A
hsa-mir-1249	2	0.929426	N	TCGA-AY-4071-01A
hsa-mir-1538	0	0.0	N	TCGA-AY-4071-01A
hsa-mir-1976	21	9.758977	N	TCGA-AY-4071-01A
hsa-mir-2110	6	2.788279	N	TCGA-AY-4071-01A
hsa-mir-326	2	0.929426	N	TCGA-AY-4071-01A
hsa-mir-346	0	0.0	N	TCGA-AY-4071-01A
hsa-mir-3653	26	12.082542	N	TCGA-AY-4071-01A
hsa-mir-375	36112	16781.721902	N	TCGA-AY-4071-01A
hsa-mir-484	207	96.195626	N	TCGA-AY-4071-01A
hsa-mir-760	1	0.464713	N	TCGA-AY-4071-01A
hsa-mir-1249	4	2.38141	N	TCGA-AA-A00J-01A
hsa-mir-1538	1	0.595353	N	TCGA-AA-A00J-01A
hsa-mir-1976	21	12.502404	N	TCGA-AA-A00J-01A
hsa-mir-2110	34	20.241987	N	TCGA-AA-A00J-01A
hsa-mir-326	23	13.693109	N	TCGA-AA-A00J-01A
hsa-mir-346	1	0.595353	N	TCGA-AA-A00J-01A
hsa-mir-3653	6	3.572115	N	TCGA-AA-A00J-01A
hsa-mir-375	280868	167215.482501	N	TCGA-AA-A00J-01A
hsa-mir-484	77	45.842147	N	TCGA-AA-A00J-01A
hsa-mir-760	3	1.786058	N	TCGA-AA-A00J-01A
hsa-mir-1249	7	1.879854	N	TCGA-CK-6746-01A
hsa-mir-1538	3	0.805652	N	TCGA-CK-6746-01A
hsa-mir-1976	71	19.067088	N	TCGA-CK-6746-01A
hsa-mir-2110	5	1.342753	N	TCGA-CK-6746-01A
hsa-mir-326	17	4.565359	N	TCGA-CK-6746-01A
hsa-mir-346	0	0.0	N	TCGA-CK-6746-01A
hsa-mir-3653	20	5.371011	N	TCGA-CK-6746-01A
hsa-mir-375	179697	48257.724722	N	TCGA-CK-6746-01A
hsa-mir-484	142	38.134175	N	TCGA-CK-6746-01A
hsa-mir-760	21	5.639561	N	TCGA-CK-6746-01A
hsa-mir-1249	6	1.236598	N	TCGA-G4-6297-01A
hsa-mir-1538	0	0.0	N	TCGA-G4-6297-01A
hsa-mir-1976	40	8.243986	N	TCGA-G4-6297-01A
hsa-mir-2110	6	1.236598	N	TCGA-G4-6297-01A
hsa-mir-326	11	2.267096	N	TCGA-G4-6297-01A
hsa-mir-346	1	0.2061	N	TCGA-G4-6297-01A
hsa-mir-3653	18	3.709794	N	TCGA-G4-6297-01A
hsa-mir-375	29816	6145.066943	N	TCGA-G4-6297-01A
hsa-mir-484	102	21.022164	N	TCGA-G4-6297-01A
hsa-mir-760	4	0.824399	N	TCGA-G4-6297-01A
hsa-mir-1249	8	1.261873	N	TCGA-D5-6536-01A
hsa-mir-1538	1	0.157734	N	TCGA-D5-6536-01A
hsa-mir-1976	26	4.101087	N	TCGA-D5-6536-01A
hsa-mir-2110	11	1.735075	N	TCGA-D5-6536-01A
hsa-mir-326	18	2.839214	N	TCGA-D5-6536-01A
hsa-mir-346	0	0.0	N	TCGA-D5-6536-01A
hsa-mir-3653	5	0.788671	N	TCGA-D5-6536-01A
hsa-mir-375	468616	73916.7372	N	TCGA-D5-6536-01A
hsa-mir-484	380	59.93897	N	TCGA-D5-6536-01A
hsa-mir-760	7	1.104139	N	TCGA-D5-6536-01A
hsa-mir-1249	15	7.878387	N	TCGA-A6-5661-01B
hsa-mir-1538	1	0.525226	N	TCGA-A6-5661-01B
hsa-mir-1976	40	21.009032	N	TCGA-A6-5661-01B
hsa-mir-2110	2	1.050452	N	TCGA-A6-5661-01B
hsa-mir-326	9	4.727032	N	TCGA-A6-5661-01B
hsa-mir-346	0	0.0	N	TCGA-A6-5661-01B
hsa-mir-3653	49	25.736065	N	TCGA-A6-5661-01B
hsa-mir-375	43076	22624.626893	N	TCGA-A6-5661-01B
hsa-mir-484	111	58.300065	N	TCGA-A6-5661-01B
hsa-mir-760	1	0.525226	N	TCGA-A6-5661-01B
hsa-mir-1249	3	2.142195	N	TCGA-AA-A01T-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-A01T-01A
hsa-mir-1976	12	8.568778	N	TCGA-AA-A01T-01A
hsa-mir-2110	18	12.853168	N	TCGA-AA-A01T-01A
hsa-mir-326	3	2.142195	N	TCGA-AA-A01T-01A
hsa-mir-346	0	0.0	N	TCGA-AA-A01T-01A
hsa-mir-3653	11	7.854714	N	TCGA-AA-A01T-01A
hsa-mir-375	95951	68515.237787	N	TCGA-AA-A01T-01A
hsa-mir-484	151	107.823794	N	TCGA-AA-A01T-01A
hsa-mir-760	1	0.714065	N	TCGA-AA-A01T-01A
hsa-mir-1249	0	0.0	N	TCGA-AA-A00D-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-A00D-01A
hsa-mir-1976	9	7.620228	N	TCGA-AA-A00D-01A
hsa-mir-2110	2	1.693384	N	TCGA-AA-A00D-01A
hsa-mir-326	7	5.926844	N	TCGA-AA-A00D-01A
hsa-mir-346	0	0.0	N	TCGA-AA-A00D-01A
hsa-mir-3653	19	16.087148	N	TCGA-AA-A00D-01A
hsa-mir-375	9637	8159.570964	N	TCGA-AA-A00D-01A
hsa-mir-484	91	77.048974	N	TCGA-AA-A00D-01A
hsa-mir-760	3	2.540076	N	TCGA-AA-A00D-01A
hsa-mir-1249	4	0.744083	N	TCGA-AY-A69D-01A
hsa-mir-1538	3	0.558063	N	TCGA-AY-A69D-01A
hsa-mir-1976	61	11.347273	N	TCGA-AY-A69D-01A
hsa-mir-2110	10	1.860209	N	TCGA-AY-A69D-01A
hsa-mir-326	5	0.930104	N	TCGA-AY-A69D-01A
hsa-mir-346	0	0.0	N	TCGA-AY-A69D-01A
hsa-mir-3653	18	3.348376	N	TCGA-AY-A69D-01A
hsa-mir-375	263532	49022.451044	N	TCGA-AY-A69D-01A
