miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	Sample ID
hsa-mir-429	474	35.768772	N	TCGA-GM-A5PX-01A
hsa-mir-592	17	1.282846	N	TCGA-GM-A5PX-01A
hsa-mir-190b	99	12.650254	N	TCGA-OL-A6VQ-01A
hsa-mir-301b	0	0.0	N	TCGA-OL-A6VQ-01A
hsa-mir-375	110171	14077.687891	N	TCGA-OL-A6VQ-01A
hsa-mir-429	598	76.412644	N	TCGA-OL-A6VQ-01A
hsa-mir-592	1	0.12778	N	TCGA-OL-A6VQ-01A
hsa-mir-190b	58	28.809855	N	TCGA-BH-A18N-01A
hsa-mir-301b	3	1.490165	N	TCGA-BH-A18N-01A
hsa-mir-375	28279	14046.791178	N	TCGA-BH-A18N-01A
hsa-mir-429	103	51.162329	N	TCGA-BH-A18N-01A
hsa-mir-592	42	20.862309	N	TCGA-BH-A18N-01A
hsa-mir-190b	196	52.132096	N	TCGA-E2-A15T-01A
hsa-mir-301b	10	2.659801	N	TCGA-E2-A15T-01A
hsa-mir-375	233297	62052.35552	N	TCGA-E2-A15T-01A
hsa-mir-429	760	202.144863	N	TCGA-E2-A15T-01A
hsa-mir-592	32	8.511363	N	TCGA-E2-A15T-01A
hsa-mir-190b	0	0.0	N	TCGA-C8-A134-01A
hsa-mir-301b	10	3.597487	N	TCGA-C8-A134-01A
hsa-mir-375	1499	539.263335	N	TCGA-C8-A134-01A
hsa-mir-429	167	60.078037	N	TCGA-C8-A134-01A
hsa-mir-592	27	9.713216	N	TCGA-C8-A134-01A
hsa-mir-190b	128	84.16562	N	TCGA-A1-A0SQ-01A
hsa-mir-301b	2	1.315088	N	TCGA-A1-A0SQ-01A
hsa-mir-375	24415	16053.934381	N	TCGA-A1-A0SQ-01A
hsa-mir-429	200	131.508781	N	TCGA-A1-A0SQ-01A
hsa-mir-592	1	0.657544	N	TCGA-A1-A0SQ-01A
hsa-mir-190b	39	3.964892	N	TCGA-BH-A28O-01A
hsa-mir-301b	0	0.0	N	TCGA-BH-A28O-01A
hsa-mir-375	32941	3348.910615	N	TCGA-BH-A28O-01A
hsa-mir-429	1124	114.270227	N	TCGA-BH-A28O-01A
hsa-mir-592	6	0.609983	N	TCGA-BH-A28O-01A
hsa-mir-190b	59	16.601513	N	TCGA-D8-A145-01A
hsa-mir-301b	1	0.281382	N	TCGA-D8-A145-01A
hsa-mir-375	123299	34694.066479	N	TCGA-D8-A145-01A
hsa-mir-429	262	73.721972	N	TCGA-D8-A145-01A
hsa-mir-592	4	1.125526	N	TCGA-D8-A145-01A
hsa-mir-190b	39	43.591784	N	TCGA-A8-A079-01A
hsa-mir-301b	10	11.177381	N	TCGA-A8-A079-01A
hsa-mir-375	50648	56611.197053	N	TCGA-A8-A079-01A
hsa-mir-429	5	5.58869	N	TCGA-A8-A079-01A
hsa-mir-592	1	1.117738	N	TCGA-A8-A079-01A
hsa-mir-190b	151	21.212343	N	TCGA-WT-AB44-01A
hsa-mir-301b	4	0.561916	N	TCGA-WT-AB44-01A
hsa-mir-375	86925	12211.145134	N	TCGA-WT-AB44-01A
hsa-mir-429	434	60.967926	N	TCGA-WT-AB44-01A
hsa-mir-592	11	1.54527	N	TCGA-WT-AB44-01A
hsa-mir-190b	93	47.329063	N	TCGA-EW-A1J3-01A
hsa-mir-301b	0	0.0	N	TCGA-EW-A1J3-01A
hsa-mir-375	4084	2078.407464	N	TCGA-EW-A1J3-01A
hsa-mir-429	194	98.729444	N	TCGA-EW-A1J3-01A
hsa-mir-592	20	10.178293	N	TCGA-EW-A1J3-01A
hsa-mir-190b	3	0.449193	N	TCGA-EW-A6SD-01A
hsa-mir-301b	3	0.449193	N	TCGA-EW-A6SD-01A
hsa-mir-375	12569	1881.970264	N	TCGA-EW-A6SD-01A
hsa-mir-429	350	52.405887	N	TCGA-EW-A6SD-01A
hsa-mir-592	10	1.497311	N	TCGA-EW-A6SD-01A
hsa-mir-190b	3	1.234654	N	TCGA-E2-A14N-01A
hsa-mir-301b	8	3.292411	N	TCGA-E2-A14N-01A
hsa-mir-375	762	313.602186	N	TCGA-E2-A14N-01A
hsa-mir-429	675	277.797212	N	TCGA-E2-A14N-01A
hsa-mir-592	2	0.823103	N	TCGA-E2-A14N-01A
hsa-mir-190b	369	39.211044	N	TCGA-LL-A6FP-01A
hsa-mir-301b	1	0.106263	N	TCGA-LL-A6FP-01A
hsa-mir-375	1281561	136182.506264	N	TCGA-LL-A6FP-01A
hsa-mir-429	974	103.500154	N	TCGA-LL-A6FP-01A
hsa-mir-592	28	2.975364	N	TCGA-LL-A6FP-01A
hsa-mir-190b	92	43.924627	N	TCGA-C8-A12X-01A
hsa-mir-301b	4	1.909766	N	TCGA-C8-A12X-01A
hsa-mir-375	304802	145525.154727	N	TCGA-C8-A12X-01A
hsa-mir-429	553	264.025205	N	TCGA-C8-A12X-01A
hsa-mir-592	30	14.323248	N	TCGA-C8-A12X-01A
hsa-mir-190b	28	3.111542	N	TCGA-OL-A5RZ-01A
hsa-mir-301b	47	5.222945	N	TCGA-OL-A5RZ-01A
hsa-mir-375	4344080	482742.388557	N	TCGA-OL-A5RZ-01A
hsa-mir-429	2244	249.367857	N	TCGA-OL-A5RZ-01A
hsa-mir-592	16	1.778024	N	TCGA-OL-A5RZ-01A
hsa-mir-190b	2	1.900826	N	TCGA-BH-A18T-01A
hsa-mir-301b	7	6.652892	N	TCGA-BH-A18T-01A
hsa-mir-375	906	861.074309	N	TCGA-BH-A18T-01A
hsa-mir-429	146	138.760319	N	TCGA-BH-A18T-01A
hsa-mir-592	1	0.950413	N	TCGA-BH-A18T-01A
hsa-mir-190b	0	0.0	N	TCGA-A2-A259-01A
hsa-mir-301b	0	0.0	N	TCGA-A2-A259-01A
hsa-mir-375	4641	4875.450672	N	TCGA-A2-A259-01A
hsa-mir-429	25	26.262932	N	TCGA-A2-A259-01A
hsa-mir-592	0	0.0	N	TCGA-A2-A259-01A
hsa-mir-190b	47	5.662406	N	TCGA-D8-A27P-01A
hsa-mir-301b	3	0.36143	N	TCGA-D8-A27P-01A
hsa-mir-375	137705	16590.248276	N	TCGA-D8-A27P-01A
hsa-mir-429	504	60.720273	N	TCGA-D8-A27P-01A
hsa-mir-592	13	1.566198	N	TCGA-D8-A27P-01A
hsa-mir-190b	279	26.890641	N	TCGA-BH-A5J0-01A
hsa-mir-301b	8	0.771058	N	TCGA-BH-A5J0-01A
hsa-mir-375	259351	24996.826615	N	TCGA-BH-A5J0-01A
hsa-mir-429	2506	241.533858	N	TCGA-BH-A5J0-01A
hsa-mir-592	63	6.07208	N	TCGA-BH-A5J0-01A
hsa-mir-190b	46	9.814816	N	TCGA-E2-A1IU-01A
hsa-mir-301b	0	0.0	N	TCGA-E2-A1IU-01A
hsa-mir-375	70605	15064.675369	N	TCGA-E2-A1IU-01A
hsa-mir-429	171	36.485511	N	TCGA-E2-A1IU-01A
hsa-mir-592	36	7.68116	N	TCGA-E2-A1IU-01A
hsa-mir-190b	177	59.223232	N	TCGA-D8-A1XR-01A
hsa-mir-301b	4	1.338378	N	TCGA-D8-A1XR-01A
hsa-mir-375	129765	43418.6594	N	TCGA-D8-A1XR-01A
hsa-mir-429	372	124.469166	N	TCGA-D8-A1XR-01A
hsa-mir-592	46	15.391348	N	TCGA-D8-A1XR-01A
hsa-mir-190b	2	1.044596	N	TCGA-AR-A24Q-01A
hsa-mir-301b	4	2.089193	N	TCGA-AR-A24Q-01A
hsa-mir-375	1202	627.802456	N	TCGA-AR-A24Q-01A
hsa-mir-429	306	159.823254	N	TCGA-AR-A24Q-01A
hsa-mir-592	7	3.656088	N	TCGA-AR-A24Q-01A
hsa-mir-190b	86	18.362795	N	TCGA-E2-A15C-01A
hsa-mir-301b	2	0.427042	N	TCGA-E2-A15C-01A
hsa-mir-375	51373	10969.207515	N	TCGA-E2-A15C-01A
hsa-mir-429	470	100.354808	N	TCGA-E2-A15C-01A
hsa-mir-592	50	10.676043	N	TCGA-E2-A15C-01A
hsa-mir-190b	17	8.94693	N	TCGA-AO-A0JF-01A
hsa-mir-301b	0	0.0	N	TCGA-AO-A0JF-01A
hsa-mir-375	21880	11515.225834	N	TCGA-AO-A0JF-01A
hsa-mir-429	57	29.998532	N	TCGA-AO-A0JF-01A
hsa-mir-592	1	0.52629	N	TCGA-AO-A0JF-01A
hsa-mir-190b	148	29.285045	N	TCGA-B6-A408-01A
hsa-mir-301b	0	0.0	N	TCGA-B6-A408-01A
hsa-mir-375	83179	16458.789016	N	TCGA-B6-A408-01A
hsa-mir-429	1313	259.80584	N	TCGA-B6-A408-01A
hsa-mir-592	9	1.780847	N	TCGA-B6-A408-01A
hsa-mir-190b	1	0.799548	N	TCGA-A1-A0SO-01A
hsa-mir-301b	70	55.968344	N	TCGA-A1-A0SO-01A
hsa-mir-375	17790	14223.954931	N	TCGA-A1-A0SO-01A
hsa-mir-429	299	239.064785	N	TCGA-A1-A0SO-01A
hsa-mir-592	3	2.398643	N	TCGA-A1-A0SO-01A
hsa-mir-190b	20	23.597762	N	TCGA-BH-A0H9-01A
hsa-mir-301b	0	0.0	N	TCGA-BH-A0H9-01A
hsa-mir-375	20019	23620.179862	N	TCGA-BH-A0H9-01A
hsa-mir-429	45	53.094964	N	TCGA-BH-A0H9-01A
hsa-mir-592	2	2.359776	N	TCGA-BH-A0H9-01A
hsa-mir-190b	73	17.06085	N	TCGA-E2-A9RU-01A
hsa-mir-301b	6	1.402262	N	TCGA-E2-A9RU-01A
hsa-mir-375	14580	3407.495836	N	TCGA-E2-A9RU-01A
hsa-mir-429	515	120.360793	N	TCGA-E2-A9RU-01A
hsa-mir-592	6	1.402262	N	TCGA-E2-A9RU-01A
hsa-mir-190b	7	4.88376	N	TCGA-C8-A12W-01A
hsa-mir-301b	1	0.69768	N	TCGA-C8-A12W-01A
hsa-mir-375	11316	7894.946146	N	TCGA-C8-A12W-01A
hsa-mir-429	99	69.070314	N	TCGA-C8-A12W-01A
hsa-mir-592	4	2.79072	N	TCGA-C8-A12W-01A
hsa-mir-190b	219	55.81017	N	TCGA-E2-A14T-01A
hsa-mir-301b	4	1.019364	N	TCGA-E2-A14T-01A
hsa-mir-375	560638	142873.52549	N	TCGA-E2-A14T-01A
hsa-mir-429	480	122.32366	N	TCGA-E2-A14T-01A
hsa-mir-592	18	4.587137	N	TCGA-E2-A14T-01A
hsa-mir-190b	43	20.064983	N	TCGA-B6-A0RM-01A
hsa-mir-301b	2	0.933255	N	TCGA-B6-A0RM-01A
hsa-mir-375	38835	18121.479004	N	TCGA-B6-A0RM-01A
hsa-mir-429	218	101.724795	N	TCGA-B6-A0RM-01A
hsa-mir-592	2	0.933255	N	TCGA-B6-A0RM-01A
hsa-mir-190b	221	45.497516	N	TCGA-E9-A1NE-01A
hsa-mir-301b	7	1.441098	N	TCGA-E9-A1NE-01A
hsa-mir-375	64376	13253.158886	N	TCGA-E9-A1NE-01A
hsa-mir-429	461	94.906584	N	TCGA-E9-A1NE-01A
hsa-mir-592	6	1.235227	N	TCGA-E9-A1NE-01A
hsa-mir-190b	330	44.746594	N	TCGA-E9-A22E-01A
hsa-mir-301b	7	0.94917	N	TCGA-E9-A22E-01A
hsa-mir-375	119312	16178.198836	N	TCGA-E9-A22E-01A
hsa-mir-429	764	103.595145	N	TCGA-E9-A22E-01A
hsa-mir-592	90	12.203617	N	TCGA-E9-A22E-01A
hsa-mir-190b	0	0.0	N	TCGA-C8-A1HJ-01A
hsa-mir-301b	42	39.884222	N	TCGA-C8-A1HJ-01A
hsa-mir-375	3154	2995.115132	N	TCGA-C8-A1HJ-01A
hsa-mir-429	308	292.484293	N	TCGA-C8-A1HJ-01A
hsa-mir-592	1	0.949624	N	TCGA-C8-A1HJ-01A
hsa-mir-190b	76	16.768247	N	TCGA-C8-A274-01A
hsa-mir-301b	2	0.44127	N	TCGA-C8-A274-01A
hsa-mir-375	189285	41762.863452	N	TCGA-C8-A274-01A
hsa-mir-429	381	84.06187	N	TCGA-C8-A274-01A
hsa-mir-592	26	5.736506	N	TCGA-C8-A274-01A
hsa-mir-190b	59	7.283181	N	TCGA-AC-A8OS-01A
hsa-mir-301b	4	0.493775	N	TCGA-AC-A8OS-01A
hsa-mir-375	409635	50566.878364	N	TCGA-AC-A8OS-01A
hsa-mir-429	780	96.286121	N	TCGA-AC-A8OS-01A
hsa-mir-592	7	0.864106	N	TCGA-AC-A8OS-01A
hsa-mir-190b	95	25.647048	N	TCGA-A2-A1FW-01A
hsa-mir-301b	4	1.079876	N	TCGA-A2-A1FW-01A
hsa-mir-375	79353	21422.844231	N	TCGA-A2-A1FW-01A
hsa-mir-429	350	94.489124	N	TCGA-A2-A1FW-01A
hsa-mir-592	5	1.349845	N	TCGA-A2-A1FW-01A
hsa-mir-190b	285	64.069982	N	TCGA-AR-A1AU-01A
hsa-mir-301b	3	0.674421	N	TCGA-AR-A1AU-01A
hsa-mir-375	4779	1074.352427	N	TCGA-AR-A1AU-01A
hsa-mir-429	511	114.876353	N	TCGA-AR-A1AU-01A
hsa-mir-592	3	0.674421	N	TCGA-AR-A1AU-01A
hsa-mir-190b	813	125.669309	N	TCGA-EW-A2FW-01A
hsa-mir-301b	6	0.927449	N	TCGA-EW-A2FW-01A
hsa-mir-375	698115	107910.983467	N	TCGA-EW-A2FW-01A
hsa-mir-429	390	60.28417	N	TCGA-EW-A2FW-01A
hsa-mir-592	103	15.921204	N	TCGA-EW-A2FW-01A
hsa-mir-190b	3	2.973686	N	TCGA-AN-A0XU-01A
hsa-mir-301b	1	0.991229	N	TCGA-AN-A0XU-01A
hsa-mir-375	9823	9736.838714	N	TCGA-AN-A0XU-01A
hsa-mir-429	73	72.359689	N	TCGA-AN-A0XU-01A
hsa-mir-592	4	3.964914	N	TCGA-AN-A0XU-01A
hsa-mir-190b	0	0.0	N	TCGA-AO-A0J5-01A
hsa-mir-301b	3	0.752329	N	TCGA-AO-A0J5-01A
hsa-mir-375	161520	40505.414891	N	TCGA-AO-A0J5-01A
hsa-mir-429	516	129.400657	N	TCGA-AO-A0J5-01A
hsa-mir-592	12	3.009318	N	TCGA-AO-A0J5-01A
hsa-mir-190b	1	0.266464	N	TCGA-EW-A1P1-01A
hsa-mir-301b	4	1.065858	N	TCGA-EW-A1P1-01A
hsa-mir-375	6554	1746.407926	N	TCGA-EW-A1P1-01A
hsa-mir-429	78	20.784226	N	TCGA-EW-A1P1-01A
hsa-mir-592	4	1.065858	N	TCGA-EW-A1P1-01A
hsa-mir-190b	195	32.51094	N	TCGA-BH-A0B8-01A
hsa-mir-301b	7	1.167059	N	TCGA-BH-A0B8-01A
hsa-mir-375	756343	126099.599182	N	TCGA-BH-A0B8-01A
hsa-mir-429	229	38.179514	N	TCGA-BH-A0B8-01A
hsa-mir-592	7	1.167059	N	TCGA-BH-A0B8-01A
hsa-mir-190b	1	0.507244	N	TCGA-AO-A12F-01A
hsa-mir-301b	60	30.434622	N	TCGA-AO-A12F-01A
hsa-mir-375	2469	1252.384679	N	TCGA-AO-A12F-01A
hsa-mir-429	241	122.24573	N	TCGA-AO-A12F-01A
hsa-mir-592	1	0.507244	N	TCGA-AO-A12F-01A
hsa-mir-190b	46	23.575308	N	TCGA-BH-A1F8-01A
hsa-mir-301b	4	2.050027	N	TCGA-BH-A1F8-01A
hsa-mir-375	5439	2787.523947	N	TCGA-BH-A1F8-01A
hsa-mir-429	102	52.275684	N	TCGA-BH-A1F8-01A
hsa-mir-592	6	3.07504	N	TCGA-BH-A1F8-01A
hsa-mir-190b	17	13.476758	N	TCGA-A1-A0SH-01A
hsa-mir-301b	0	0.0	N	TCGA-A1-A0SH-01A
hsa-mir-375	8590	6809.726414	N	TCGA-A1-A0SH-01A
hsa-mir-429	10	7.927505	N	TCGA-A1-A0SH-01A
hsa-mir-592	1	0.79275	N	TCGA-A1-A0SH-01A
hsa-mir-190b	7	8.322811	N	TCGA-A8-A08H-01A
hsa-mir-301b	5	5.944865	N	TCGA-A8-A08H-01A
hsa-mir-375	4900	5825.967646	N	TCGA-A8-A08H-01A
hsa-mir-429	11	13.078703	N	TCGA-A8-A08H-01A
hsa-mir-592	0	0.0	N	TCGA-A8-A08H-01A
hsa-mir-190b	0	0.0	N	TCGA-B6-A0I6-01A
hsa-mir-301b	7	3.047788	N	TCGA-B6-A0I6-01A
hsa-mir-375	7836	3411.780483	N	TCGA-B6-A0I6-01A
hsa-mir-429	498	216.828316	N	TCGA-B6-A0I6-01A
hsa-mir-592	24	10.449557	N	TCGA-B6-A0I6-01A
hsa-mir-190b	300	57.104135	N	TCGA-LL-A442-01A
hsa-mir-301b	4	0.761388	N	TCGA-LL-A442-01A
hsa-mir-375	374253	71237.97958	N	TCGA-LL-A442-01A
hsa-mir-429	1788	340.340645	N	TCGA-LL-A442-01A
hsa-mir-592	70	13.324298	N	TCGA-LL-A442-01A
hsa-mir-190b	58	48.465199	N	TCGA-A8-A084-01A
hsa-mir-301b	3	2.506821	N	TCGA-A8-A084-01A
hsa-mir-375	23862	19939.25138	N	TCGA-A8-A084-01A
hsa-mir-429	227	189.682762	N	TCGA-A8-A084-01A
hsa-mir-592	5	4.178034	N	TCGA-A8-A084-01A
hsa-mir-190b	40	12.762216	N	TCGA-B6-A1KI-01A
hsa-mir-301b	1	0.319055	N	TCGA-B6-A1KI-01A
hsa-mir-375	28551	9109.350493	N	TCGA-B6-A1KI-01A
hsa-mir-429	89	28.39593	N	TCGA-B6-A1KI-01A
hsa-mir-592	89	28.39593	N	TCGA-B6-A1KI-01A
hsa-mir-190b	64	35.099419	N	TCGA-A8-A095-01A
hsa-mir-301b	2	1.096857	N	TCGA-A8-A095-01A
hsa-mir-375	28604	15687.246626	N	TCGA-A8-A095-01A
hsa-mir-429	134	73.489409	N	TCGA-A8-A095-01A
hsa-mir-592	17	9.323283	N	TCGA-A8-A095-01A
hsa-mir-190b	0	0.0	N	TCGA-A2-A0YM-01A
hsa-mir-301b	7	6.749349	N	TCGA-A2-A0YM-01A
hsa-mir-375	1340	1292.018316	N	TCGA-A2-A0YM-01A
hsa-mir-429	158	152.342458	N	TCGA-A2-A0YM-01A
hsa-mir-592	2	1.928386	N	TCGA-A2-A0YM-01A
hsa-mir-190b	70	9.525104	N	TCGA-AC-A3BB-01A
hsa-mir-301b	2	0.272146	N	TCGA-AC-A3BB-01A
hsa-mir-375	51682	7032.520475	N	TCGA-AC-A3BB-01A
hsa-mir-429	575	78.241927	N	TCGA-AC-A3BB-01A
hsa-mir-592	1	0.136073	N	TCGA-AC-A3BB-01A
hsa-mir-190b	169	79.683341	N	TCGA-AC-A3EH-01A
hsa-mir-301b	2	0.942998	N	TCGA-AC-A3EH-01A
hsa-mir-375	19833	9351.240868	N	TCGA-AC-A3EH-01A
hsa-mir-429	509	239.993022	N	TCGA-AC-A3EH-01A
hsa-mir-592	15	7.072486	N	TCGA-AC-A3EH-01A
hsa-mir-190b	2	0.642101	N	TCGA-A7-A6VW-01A
hsa-mir-301b	2	0.642101	N	TCGA-A7-A6VW-01A
hsa-mir-375	4318	1386.295515	N	TCGA-A7-A6VW-01A
hsa-mir-429	646	207.398542	N	TCGA-A7-A6VW-01A
hsa-mir-592	1	0.32105	N	TCGA-A7-A6VW-01A
hsa-mir-190b	35	13.846947	N	TCGA-E9-A1N6-01A
hsa-mir-301b	4	1.582508	N	TCGA-E9-A1N6-01A
hsa-mir-375	8585	3396.458267	N	TCGA-E9-A1N6-01A
hsa-mir-429	348	137.678215	N	TCGA-E9-A1N6-01A
hsa-mir-592	14	5.538779	N	TCGA-E9-A1N6-01A
hsa-mir-190b	37	30.642431	N	TCGA-E2-A105-01A
hsa-mir-301b	1	0.828174	N	TCGA-E2-A105-01A
hsa-mir-375	118906	98474.835111	N	TCGA-E2-A105-01A
hsa-mir-429	256	212.012495	N	TCGA-E2-A105-01A
hsa-mir-592	3	2.484521	N	TCGA-E2-A105-01A
hsa-mir-190b	46	8.422496	N	TCGA-BH-A1ES-01A
hsa-mir-301b	9	1.64788	N	TCGA-BH-A1ES-01A
hsa-mir-375	17577	3218.308895	N	TCGA-BH-A1ES-01A
hsa-mir-429	3278	600.194377	N	TCGA-BH-A1ES-01A
hsa-mir-592	27	4.943639	N	TCGA-BH-A1ES-01A
hsa-mir-190b	49	6.310123	N	TCGA-LD-A74U-01A
hsa-mir-301b	0	0.0	N	TCGA-LD-A74U-01A
hsa-mir-375	333971	43008.125893	N	TCGA-LD-A74U-01A
hsa-mir-429	1364	175.653227	N	TCGA-LD-A74U-01A
hsa-mir-592	2	0.257556	N	TCGA-LD-A74U-01A
hsa-mir-190b	174	34.239014	N	TCGA-E2-A576-01A
hsa-mir-301b	13	2.558087	N	TCGA-E2-A576-01A
hsa-mir-375	211624	41642.51242	N	TCGA-E2-A576-01A
hsa-mir-429	1138	223.931025	N	TCGA-E2-A576-01A
hsa-mir-592	8	1.574208	N	TCGA-E2-A576-01A
hsa-mir-190b	4	2.297297	N	TCGA-E2-A108-01A
hsa-mir-301b	0	0.0	N	TCGA-E2-A108-01A
hsa-mir-375	972	558.243074	N	TCGA-E2-A108-01A
hsa-mir-429	46	26.418911	N	TCGA-E2-A108-01A
hsa-mir-592	1	0.574324	N	TCGA-E2-A108-01A
hsa-mir-190b	86	36.332051	N	TCGA-D8-A1X5-01A
hsa-mir-301b	3	1.267397	N	TCGA-D8-A1X5-01A
hsa-mir-375	41659	17599.499125	N	TCGA-D8-A1X5-01A
hsa-mir-429	386	163.071765	N	TCGA-D8-A1X5-01A
hsa-mir-592	17	7.181917	N	TCGA-D8-A1X5-01A
hsa-mir-190b	32	35.207084	N	TCGA-A8-A086-01A
hsa-mir-301b	3	3.300664	N	TCGA-A8-A086-01A
hsa-mir-375	41932	46134.482258	N	TCGA-A8-A086-01A
hsa-mir-429	237	260.752463	N	TCGA-A8-A086-01A
hsa-mir-592	7	7.70155	N	TCGA-A8-A086-01A
hsa-mir-190b	2	2.103651	N	TCGA-A2-A25F-01A
hsa-mir-301b	1	1.051826	N	TCGA-A2-A25F-01A
hsa-mir-375	3335	3507.838204	N	TCGA-A2-A25F-01A
hsa-mir-429	2	2.103651	N	TCGA-A2-A25F-01A
hsa-mir-592	0	0.0	N	TCGA-A2-A25F-01A
hsa-mir-190b	148	61.842764	N	TCGA-AO-A0J7-01A
hsa-mir-301b	14	5.849991	N	TCGA-AO-A0J7-01A
hsa-mir-375	47501	19848.602228	N	TCGA-AO-A0J7-01A
hsa-mir-429	919	384.010136	N	TCGA-AO-A0J7-01A
hsa-mir-592	14	5.849991	N	TCGA-AO-A0J7-01A
hsa-mir-190b	135	47.521373	N	TCGA-BH-A1FL-01A
hsa-mir-301b	4	1.408041	N	TCGA-BH-A1FL-01A
hsa-mir-375	5823	2049.75523	N	TCGA-BH-A1FL-01A
hsa-mir-429	462	162.628699	N	TCGA-BH-A1FL-01A
hsa-mir-592	3	1.056031	N	TCGA-BH-A1FL-01A
hsa-mir-190b	2	1.987048	N	TCGA-EW-A1P8-01A
hsa-mir-301b	17	16.889912	N	TCGA-EW-A1P8-01A
hsa-mir-375	385	382.506821	N	TCGA-EW-A1P8-01A
hsa-mir-429	227	225.529995	N	TCGA-EW-A1P8-01A
hsa-mir-592	2	1.987048	N	TCGA-EW-A1P8-01A
hsa-mir-190b	73	23.433555	N	TCGA-AR-A1AT-01A
hsa-mir-301b	6	1.926046	N	TCGA-AR-A1AT-01A
hsa-mir-375	22913	7355.247238	N	TCGA-AR-A1AT-01A
hsa-mir-429	106	34.026806	N	TCGA-AR-A1AT-01A
hsa-mir-592	31	9.951236	N	TCGA-AR-A1AT-01A
hsa-mir-190b	1	0.405664	N	TCGA-C8-A27B-01A
hsa-mir-301b	3	1.216992	N	TCGA-C8-A27B-01A
hsa-mir-375	2871	1164.661469	N	TCGA-C8-A27B-01A
hsa-mir-429	466	189.039444	N	TCGA-C8-A27B-01A
hsa-mir-592	23	9.330273	N	TCGA-C8-A27B-01A
hsa-mir-190b	13	14.746017	N	TCGA-A2-A25C-01A
hsa-mir-301b	2	2.268618	N	TCGA-A2-A25C-01A
hsa-mir-375	13602	15428.870886	N	TCGA-A2-A25C-01A
hsa-mir-429	54	61.252685	N	TCGA-A2-A25C-01A
hsa-mir-592	1	1.134309	N	TCGA-A2-A25C-01A
hsa-mir-190b	63	35.284412	N	TCGA-A8-A09E-01A
hsa-mir-301b	3	1.68021	N	TCGA-A8-A09E-01A
hsa-mir-375	52175	29221.653876	N	TCGA-A8-A09E-01A
hsa-mir-429	133	74.489314	N	TCGA-A8-A09E-01A
hsa-mir-592	0	0.0	N	TCGA-A8-A09E-01A
hsa-mir-190b	25	11.557663	N	TCGA-BH-A1F5-01A
hsa-mir-301b	3	1.38692	N	TCGA-BH-A1F5-01A
hsa-mir-375	20758	9596.55896	N	TCGA-BH-A1F5-01A
hsa-mir-429	428	197.867195	N	TCGA-BH-A1F5-01A
hsa-mir-592	5	2.311533	N	TCGA-BH-A1F5-01A
hsa-mir-190b	3	2.029012	N	TCGA-AQ-A0Y5-01A
hsa-mir-301b	1	0.676337	N	TCGA-AQ-A0Y5-01A
hsa-mir-375	4833	3268.738604	N	TCGA-AQ-A0Y5-01A
hsa-mir-429	43	29.082508	N	TCGA-AQ-A0Y5-01A
hsa-mir-592	0	0.0	N	TCGA-AQ-A0Y5-01A
hsa-mir-190b	2	0.418222	N	TCGA-A2-A3XY-01A
hsa-mir-301b	10	2.091109	N	TCGA-A2-A3XY-01A
hsa-mir-375	4886	1021.71596	N	TCGA-A2-A3XY-01A
hsa-mir-429	485	101.418797	N	TCGA-A2-A3XY-01A
hsa-mir-592	6	1.254666	N	TCGA-A2-A3XY-01A
hsa-mir-190b	61	13.280765	N	TCGA-GM-A2DO-01A
hsa-mir-301b	3	0.653152	N	TCGA-GM-A2DO-01A
hsa-mir-375	471	102.544921	N	TCGA-GM-A2DO-01A
hsa-mir-429	643	139.992323	N	TCGA-GM-A2DO-01A
hsa-mir-592	7	1.524022	N	TCGA-GM-A2DO-01A
hsa-mir-190b	5	1.081696	N	TCGA-E2-A573-01A
hsa-mir-301b	41	8.869907	N	TCGA-E2-A573-01A
hsa-mir-375	21945	4747.563534	N	TCGA-E2-A573-01A
hsa-mir-429	1309	283.188	N	TCGA-E2-A573-01A
hsa-mir-592	20	4.326784	N	TCGA-E2-A573-01A
hsa-mir-190b	21	9.253384	N	TCGA-AR-A24O-01A
hsa-mir-301b	0	0.0	N	TCGA-AR-A24O-01A
hsa-mir-375	85166	37527.319515	N	TCGA-AR-A24O-01A
hsa-mir-429	157	69.180062	N	TCGA-AR-A24O-01A
hsa-mir-592	6	2.643824	N	TCGA-AR-A24O-01A
hsa-mir-190b	12	1.752945	N	TCGA-C8-A137-01A
hsa-mir-301b	3	0.438236	N	TCGA-C8-A137-01A
hsa-mir-375	343321	50151.914633	N	TCGA-C8-A137-01A
hsa-mir-429	227	33.159884	N	TCGA-C8-A137-01A
hsa-mir-592	8	1.16863	N	TCGA-C8-A137-01A
hsa-mir-190b	24	10.91639	N	TCGA-D8-A1JK-01A
hsa-mir-301b	8	3.638797	N	TCGA-D8-A1JK-01A
hsa-mir-375	2252	1024.321262	N	TCGA-D8-A1JK-01A
hsa-mir-429	265	120.53514	N	TCGA-D8-A1JK-01A
hsa-mir-592	16	7.277593	N	TCGA-D8-A1JK-01A
hsa-mir-190b	22	8.123291	N	TCGA-C8-A27A-01A
hsa-mir-301b	5	1.846202	N	TCGA-C8-A27A-01A
hsa-mir-375	179248	66185.62015	N	TCGA-C8-A27A-01A
hsa-mir-429	436	160.988856	N	TCGA-C8-A27A-01A
hsa-mir-592	115	42.462657	N	TCGA-C8-A27A-01A
hsa-mir-190b	20	11.807038	N	TCGA-AR-A0U3-01A
