miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	Sample ID
hsa-mir-301b	52	7.695735	N	TCGA-A2-A3XS-01A
hsa-mir-375	89948	13311.846445	N	TCGA-A2-A3XS-01A
hsa-mir-429	1666	246.559525	N	TCGA-A2-A3XS-01A
hsa-mir-592	26	3.847868	N	TCGA-A2-A3XS-01A
hsa-mir-190b	54	18.772468	N	TCGA-OL-A66O-01A
hsa-mir-301b	1	0.347638	N	TCGA-OL-A66O-01A
hsa-mir-375	166131	57753.498719	N	TCGA-OL-A66O-01A
hsa-mir-429	193	67.094192	N	TCGA-OL-A66O-01A
hsa-mir-592	1	0.347638	N	TCGA-OL-A66O-01A
hsa-mir-190b	0	0.0	N	TCGA-BH-A6R9-01A
hsa-mir-301b	4	0.613003	N	TCGA-BH-A6R9-01A
hsa-mir-375	512	78.464415	N	TCGA-BH-A6R9-01A
hsa-mir-429	8	1.226006	N	TCGA-BH-A6R9-01A
hsa-mir-592	22	3.371518	N	TCGA-BH-A6R9-01A
hsa-mir-190b	30	12.168357	N	TCGA-A1-A0SJ-01A
hsa-mir-301b	15	6.084178	N	TCGA-A1-A0SJ-01A
hsa-mir-375	3198	1297.146804	N	TCGA-A1-A0SJ-01A
hsa-mir-429	445	180.497288	N	TCGA-A1-A0SJ-01A
hsa-mir-592	4	1.622448	N	TCGA-A1-A0SJ-01A
hsa-mir-190b	229	122.023935	N	TCGA-B6-A0IA-01A
hsa-mir-301b	13	6.927123	N	TCGA-B6-A0IA-01A
hsa-mir-375	51269	27318.974296	N	TCGA-B6-A0IA-01A
hsa-mir-429	888	473.175782	N	TCGA-B6-A0IA-01A
hsa-mir-592	21	11.189968	N	TCGA-B6-A0IA-01A
hsa-mir-190b	84	68.80424	N	TCGA-AN-A03Y-01A
hsa-mir-301b	4	3.276392	N	TCGA-AN-A03Y-01A
hsa-mir-375	3161	2589.169066	N	TCGA-AN-A03Y-01A
hsa-mir-429	89	72.89973	N	TCGA-AN-A03Y-01A
hsa-mir-592	7	5.733687	N	TCGA-AN-A03Y-01A
hsa-mir-190b	51	25.445864	N	TCGA-BH-A0BT-01A
hsa-mir-301b	1	0.498939	N	TCGA-BH-A0BT-01A
hsa-mir-375	12837	6404.873631	N	TCGA-BH-A0BT-01A
hsa-mir-429	181	90.30787	N	TCGA-BH-A0BT-01A
hsa-mir-592	5	2.494693	N	TCGA-BH-A0BT-01A
hsa-mir-190b	2	2.268814	N	TCGA-A2-A0D0-01A
hsa-mir-301b	6	6.806441	N	TCGA-A2-A0D0-01A
hsa-mir-375	4532	5141.131548	N	TCGA-A2-A0D0-01A
hsa-mir-429	362	410.655256	N	TCGA-A2-A0D0-01A
hsa-mir-592	2	2.268814	N	TCGA-A2-A0D0-01A
hsa-mir-190b	45	8.262304	N	TCGA-AR-A254-01A
hsa-mir-301b	11	2.019674	N	TCGA-AR-A254-01A
hsa-mir-375	40755	7482.892901	N	TCGA-AR-A254-01A
hsa-mir-429	569	104.472238	N	TCGA-AR-A254-01A
hsa-mir-592	37	6.79345	N	TCGA-AR-A254-01A
hsa-mir-190b	4	1.711314	N	TCGA-AR-A2LH-01A
hsa-mir-301b	1	0.427829	N	TCGA-AR-A2LH-01A
hsa-mir-375	2216	948.068033	N	TCGA-AR-A2LH-01A
hsa-mir-429	649	277.660719	N	TCGA-AR-A2LH-01A
hsa-mir-592	0	0.0	N	TCGA-AR-A2LH-01A
hsa-mir-190b	17	5.339028	N	TCGA-D8-A13Z-01A
hsa-mir-301b	8	2.512484	N	TCGA-D8-A13Z-01A
hsa-mir-375	50592	15888.948211	N	TCGA-D8-A13Z-01A
hsa-mir-429	375	117.772683	N	TCGA-D8-A13Z-01A
hsa-mir-592	25	7.851512	N	TCGA-D8-A13Z-01A
hsa-mir-190b	0	0.0	N	TCGA-BH-A0B3-01A
hsa-mir-301b	4	3.137708	N	TCGA-BH-A0B3-01A
hsa-mir-375	1662	1303.717556	N	TCGA-BH-A0B3-01A
hsa-mir-429	150	117.664039	N	TCGA-BH-A0B3-01A
hsa-mir-592	4	3.137708	N	TCGA-BH-A0B3-01A
hsa-mir-190b	51	6.744082	N	TCGA-E9-A1RF-01A
hsa-mir-301b	8	1.057895	N	TCGA-E9-A1RF-01A
hsa-mir-375	208815	27613.047338	N	TCGA-E9-A1RF-01A
hsa-mir-429	1874	247.811942	N	TCGA-E9-A1RF-01A
hsa-mir-592	62	8.198688	N	TCGA-E9-A1RF-01A
hsa-mir-190b	135	24.187909	N	TCGA-EW-A3E8-01B
hsa-mir-301b	2	0.358339	N	TCGA-EW-A3E8-01B
hsa-mir-375	32314	5789.689537	N	TCGA-EW-A3E8-01B
hsa-mir-429	846	151.577562	N	TCGA-EW-A3E8-01B
hsa-mir-592	11	1.970867	N	TCGA-EW-A3E8-01B
hsa-mir-190b	19	19.399276	N	TCGA-BH-A0GY-01A
hsa-mir-301b	4	4.084058	N	TCGA-BH-A0GY-01A
hsa-mir-375	13045	13319.134425	N	TCGA-BH-A0GY-01A
hsa-mir-429	280	285.884066	N	TCGA-BH-A0GY-01A
hsa-mir-592	2	2.042029	N	TCGA-BH-A0GY-01A
hsa-mir-190b	225	21.959596	N	TCGA-D8-A73X-01A
hsa-mir-301b	0	0.0	N	TCGA-D8-A73X-01A
hsa-mir-375	156569	15280.853477	N	TCGA-D8-A73X-01A
hsa-mir-429	601	58.656522	N	TCGA-D8-A73X-01A
hsa-mir-592	9	0.878384	N	TCGA-D8-A73X-01A
hsa-mir-190b	28	3.060363	N	TCGA-D8-A73U-01A
hsa-mir-301b	1	0.109299	N	TCGA-D8-A73U-01A
hsa-mir-375	220572	24108.226671	N	TCGA-D8-A73U-01A
hsa-mir-429	123	13.443737	N	TCGA-D8-A73U-01A
hsa-mir-592	176	19.236566	N	TCGA-D8-A73U-01A
hsa-mir-190b	71	12.910391	N	TCGA-A7-A26H-01A
hsa-mir-301b	2	0.363673	N	TCGA-A7-A26H-01A
hsa-mir-375	76333	13880.12538	N	TCGA-A7-A26H-01A
hsa-mir-429	340	61.824409	N	TCGA-A7-A26H-01A
hsa-mir-592	0	0.0	N	TCGA-A7-A26H-01A
hsa-mir-190b	342	43.985079	N	TCGA-OL-A5DA-01A
hsa-mir-301b	2	0.257223	N	TCGA-OL-A5DA-01A
hsa-mir-375	47805	6148.265213	N	TCGA-OL-A5DA-01A
hsa-mir-429	701	90.156551	N	TCGA-OL-A5DA-01A
hsa-mir-592	21	2.700838	N	TCGA-OL-A5DA-01A
hsa-mir-190b	0	0.0	N	TCGA-E2-A14Y-01A
hsa-mir-301b	5	2.051598	N	TCGA-E2-A14Y-01A
hsa-mir-375	4632	1900.600092	N	TCGA-E2-A14Y-01A
hsa-mir-429	359	147.304714	N	TCGA-E2-A14Y-01A
hsa-mir-592	0	0.0	N	TCGA-E2-A14Y-01A
hsa-mir-190b	78	10.283714	N	TCGA-AQ-A7U7-01A
hsa-mir-301b	0	0.0	N	TCGA-AQ-A7U7-01A
hsa-mir-375	676107	89139.632803	N	TCGA-AQ-A7U7-01A
hsa-mir-429	543	71.590474	N	TCGA-AQ-A7U7-01A
hsa-mir-592	41	5.405542	N	TCGA-AQ-A7U7-01A
hsa-mir-190b	256	42.857576	N	TCGA-GM-A2DC-01A
hsa-mir-301b	1	0.167412	N	TCGA-GM-A2DC-01A
hsa-mir-375	132154	22124.219	N	TCGA-GM-A2DC-01A
hsa-mir-429	869	145.48138	N	TCGA-GM-A2DC-01A
hsa-mir-592	24	4.017898	N	TCGA-GM-A2DC-01A
hsa-mir-190b	2	1.568626	N	TCGA-AN-A0FX-01A
hsa-mir-301b	2	1.568626	N	TCGA-AN-A0FX-01A
hsa-mir-375	14584	11438.422401	N	TCGA-AN-A0FX-01A
hsa-mir-429	167	130.980289	N	TCGA-AN-A0FX-01A
hsa-mir-592	7	5.490192	N	TCGA-AN-A0FX-01A
hsa-mir-190b	0	0.0	N	TCGA-E2-A1II-01A
hsa-mir-301b	11	4.529254	N	TCGA-E2-A1II-01A
hsa-mir-375	385	158.523891	N	TCGA-E2-A1II-01A
hsa-mir-429	164	67.52706	N	TCGA-E2-A1II-01A
hsa-mir-592	20	8.235007	N	TCGA-E2-A1II-01A
hsa-mir-190b	118	13.036528	N	TCGA-D8-A27T-01A
hsa-mir-301b	2	0.220958	N	TCGA-D8-A27T-01A
hsa-mir-375	47162	5210.412871	N	TCGA-D8-A27T-01A
hsa-mir-429	429	47.395512	N	TCGA-D8-A27T-01A
hsa-mir-592	3	0.331437	N	TCGA-D8-A27T-01A
hsa-mir-190b	72	53.9088	N	TCGA-A2-A04X-01A
hsa-mir-301b	5	3.743667	N	TCGA-A2-A04X-01A
hsa-mir-375	15970	11957.271286	N	TCGA-A2-A04X-01A
hsa-mir-429	35	26.205667	N	TCGA-A2-A04X-01A
hsa-mir-592	14	10.482267	N	TCGA-A2-A04X-01A
hsa-mir-190b	12	6.889267	N	TCGA-C8-A1HG-01A
hsa-mir-301b	6	3.444633	N	TCGA-C8-A1HG-01A
hsa-mir-375	23201	13319.822716	N	TCGA-C8-A1HG-01A
hsa-mir-429	344	197.492307	N	TCGA-C8-A1HG-01A
hsa-mir-592	10	5.741055	N	TCGA-C8-A1HG-01A
hsa-mir-190b	4	0.900055	N	TCGA-EW-A1P7-01A
hsa-mir-301b	5	1.125069	N	TCGA-EW-A1P7-01A
hsa-mir-375	9473	2131.555664	N	TCGA-EW-A1P7-01A
hsa-mir-429	455	102.381276	N	TCGA-EW-A1P7-01A
hsa-mir-592	10	2.250138	N	TCGA-EW-A1P7-01A
hsa-mir-190b	21	2.727831	N	TCGA-E2-A1LI-01A
hsa-mir-301b	36	4.676282	N	TCGA-E2-A1LI-01A
hsa-mir-375	16141	2096.663174	N	TCGA-E2-A1LI-01A
hsa-mir-429	2026	263.170782	N	TCGA-E2-A1LI-01A
hsa-mir-592	70	9.092771	N	TCGA-E2-A1LI-01A
hsa-mir-190b	42	23.882783	N	TCGA-EW-A1PG-01A
hsa-mir-301b	1	0.568638	N	TCGA-EW-A1PG-01A
hsa-mir-375	14320	8142.89183	N	TCGA-EW-A1PG-01A
hsa-mir-429	76	43.216465	N	TCGA-EW-A1PG-01A
hsa-mir-592	2	1.137275	N	TCGA-EW-A1PG-01A
hsa-mir-190b	51	13.314936	N	TCGA-MS-A51U-01A
hsa-mir-301b	0	0.0	N	TCGA-MS-A51U-01A
hsa-mir-375	16999	4438.050954	N	TCGA-MS-A51U-01A
hsa-mir-429	271	70.751915	N	TCGA-MS-A51U-01A
hsa-mir-592	6	1.566463	N	TCGA-MS-A51U-01A
hsa-mir-190b	68	32.097455	N	TCGA-EW-A1J2-01A
hsa-mir-301b	0	0.0	N	TCGA-EW-A1J2-01A
hsa-mir-375	6292	2969.95867	N	TCGA-EW-A1J2-01A
hsa-mir-429	292	137.83025	N	TCGA-EW-A1J2-01A
hsa-mir-592	2	0.944043	N	TCGA-EW-A1J2-01A
hsa-mir-190b	2	1.933279	N	TCGA-A8-A08R-01A
hsa-mir-301b	8	7.733115	N	TCGA-A8-A08R-01A
hsa-mir-375	10598	10244.443757	N	TCGA-A8-A08R-01A
hsa-mir-429	705	681.480737	N	TCGA-A8-A08R-01A
hsa-mir-592	17	16.432869	N	TCGA-A8-A08R-01A
hsa-mir-190b	8	2.309506	N	TCGA-PL-A8LY-01A
hsa-mir-301b	0	0.0	N	TCGA-PL-A8LY-01A
hsa-mir-375	26583	7674.200276	N	TCGA-PL-A8LY-01A
hsa-mir-429	137	39.550293	N	TCGA-PL-A8LY-01A
hsa-mir-592	3	0.866065	N	TCGA-PL-A8LY-01A
hsa-mir-190b	99	15.948509	N	TCGA-AR-A2LJ-01A
hsa-mir-301b	1	0.161096	N	TCGA-AR-A2LJ-01A
hsa-mir-375	80954	13041.369304	N	TCGA-AR-A2LJ-01A
hsa-mir-429	238	38.340859	N	TCGA-AR-A2LJ-01A
hsa-mir-592	1	0.161096	N	TCGA-AR-A2LJ-01A
hsa-mir-190b	47	17.906713	N	TCGA-BH-A18I-01A
hsa-mir-301b	0	0.0	N	TCGA-BH-A18I-01A
hsa-mir-375	29522	11247.701654	N	TCGA-BH-A18I-01A
hsa-mir-429	374	142.491715	N	TCGA-BH-A18I-01A
hsa-mir-592	19	7.238884	N	TCGA-BH-A18I-01A
hsa-mir-190b	37	14.936948	N	TCGA-B6-A0RV-01A
hsa-mir-301b	1	0.403701	N	TCGA-B6-A0RV-01A
hsa-mir-375	39135	15798.850178	N	TCGA-B6-A0RV-01A
hsa-mir-429	190	76.703246	N	TCGA-B6-A0RV-01A
hsa-mir-592	0	0.0	N	TCGA-B6-A0RV-01A
hsa-mir-190b	5	4.759249	N	TCGA-A2-A04T-01A
hsa-mir-301b	17	16.181445	N	TCGA-A2-A04T-01A
hsa-mir-375	4578	4357.568062	N	TCGA-A2-A04T-01A
hsa-mir-429	1047	996.586667	N	TCGA-A2-A04T-01A
hsa-mir-592	7	6.662948	N	TCGA-A2-A04T-01A
hsa-mir-190b	14	7.483582	N	TCGA-AR-A1AP-01A
hsa-mir-301b	0	0.0	N	TCGA-AR-A1AP-01A
hsa-mir-375	4290	2293.183206	N	TCGA-AR-A1AP-01A
hsa-mir-429	144	76.973982	N	TCGA-AR-A1AP-01A
hsa-mir-592	12	6.414498	N	TCGA-AR-A1AP-01A
hsa-mir-190b	147	100.447573	N	TCGA-AO-A125-01A
hsa-mir-301b	1	0.683317	N	TCGA-AO-A125-01A
hsa-mir-375	47968	32777.341214	N	TCGA-AO-A125-01A
hsa-mir-429	176	120.26376	N	TCGA-AO-A125-01A
hsa-mir-592	6	4.099901	N	TCGA-AO-A125-01A
hsa-mir-190b	21	5.902922	N	TCGA-C8-A26V-01A
hsa-mir-301b	1	0.281092	N	TCGA-C8-A26V-01A
hsa-mir-375	39514	11107.0509	N	TCGA-C8-A26V-01A
hsa-mir-429	447	125.647916	N	TCGA-C8-A26V-01A
hsa-mir-592	38	10.681478	N	TCGA-C8-A26V-01A
hsa-mir-190b	9	2.811652	N	TCGA-D8-A1XW-01A
hsa-mir-301b	6	1.874435	N	TCGA-D8-A1XW-01A
hsa-mir-375	877	273.979878	N	TCGA-D8-A1XW-01A
hsa-mir-429	363	113.403302	N	TCGA-D8-A1XW-01A
hsa-mir-592	72	22.493217	N	TCGA-D8-A1XW-01A
hsa-mir-190b	89	14.177207	N	TCGA-B6-A2IU-01A
hsa-mir-301b	1	0.159294	N	TCGA-B6-A2IU-01A
hsa-mir-375	56143	8943.269188	N	TCGA-B6-A2IU-01A
hsa-mir-429	546	86.974778	N	TCGA-B6-A2IU-01A
hsa-mir-592	7	1.115061	N	TCGA-B6-A2IU-01A
hsa-mir-190b	17	12.330054	N	TCGA-A8-A07P-01A
hsa-mir-301b	0	0.0	N	TCGA-A8-A07P-01A
hsa-mir-375	92465	67064.613108	N	TCGA-A8-A07P-01A
hsa-mir-429	89	64.551458	N	TCGA-A8-A07P-01A
hsa-mir-592	5	3.626486	N	TCGA-A8-A07P-01A
hsa-mir-190b	11	7.327574	N	TCGA-A8-A07J-01A
hsa-mir-301b	1	0.666143	N	TCGA-A8-A07J-01A
hsa-mir-375	39944	26608.419116	N	TCGA-A8-A07J-01A
hsa-mir-429	100	66.614308	N	TCGA-A8-A07J-01A
hsa-mir-592	2	1.332286	N	TCGA-A8-A07J-01A
hsa-mir-190b	4	2.034646	N	TCGA-AR-A1AR-01A
hsa-mir-301b	7	3.56063	N	TCGA-AR-A1AR-01A
hsa-mir-375	898	456.778016	N	TCGA-AR-A1AR-01A
hsa-mir-429	641	326.052014	N	TCGA-AR-A1AR-01A
hsa-mir-592	4	2.034646	N	TCGA-AR-A1AR-01A
hsa-mir-190b	99	108.77555	N	TCGA-A8-A08A-01A
hsa-mir-301b	1	1.098743	N	TCGA-A8-A08A-01A
hsa-mir-375	6778	7447.279567	N	TCGA-A8-A08A-01A
hsa-mir-429	199	218.649843	N	TCGA-A8-A08A-01A
hsa-mir-592	1	1.098743	N	TCGA-A8-A08A-01A
hsa-mir-190b	4	1.610207	N	TCGA-C8-A12L-01A
hsa-mir-301b	9	3.622965	N	TCGA-C8-A12L-01A
hsa-mir-375	59679	24023.882587	N	TCGA-C8-A12L-01A
hsa-mir-429	299	120.362957	N	TCGA-C8-A12L-01A
hsa-mir-592	7	2.817862	N	TCGA-C8-A12L-01A
hsa-mir-190b	1	0.919904	N	TCGA-AR-A0U4-01A
hsa-mir-301b	7	6.439328	N	TCGA-AR-A0U4-01A
hsa-mir-375	398	366.121777	N	TCGA-AR-A0U4-01A
hsa-mir-429	273	251.133782	N	TCGA-AR-A0U4-01A
hsa-mir-592	1	0.919904	N	TCGA-AR-A0U4-01A
hsa-mir-190b	0	0.0	N	TCGA-AR-A1AO-01A
hsa-mir-301b	3	1.392787	N	TCGA-AR-A1AO-01A
hsa-mir-375	4801	2228.923074	N	TCGA-AR-A1AO-01A
hsa-mir-429	242	112.351465	N	TCGA-AR-A1AO-01A
hsa-mir-592	2	0.928525	N	TCGA-AR-A1AO-01A
hsa-mir-190b	111	17.558226	N	TCGA-A7-A6VX-01A
hsa-mir-301b	1	0.158182	N	TCGA-A7-A6VX-01A
hsa-mir-375	45428	7185.901915	N	TCGA-A7-A6VX-01A
hsa-mir-429	352	55.680142	N	TCGA-A7-A6VX-01A
hsa-mir-592	20	3.163644	N	TCGA-A7-A6VX-01A
hsa-mir-190b	6	5.131143	N	TCGA-BH-A0B9-01A
hsa-mir-301b	7	5.986334	N	TCGA-BH-A0B9-01A
hsa-mir-375	7575	6478.068638	N	TCGA-BH-A0B9-01A
hsa-mir-429	172	147.09278	N	TCGA-BH-A0B9-01A
hsa-mir-592	0	0.0	N	TCGA-BH-A0B9-01A
hsa-mir-190b	2	1.740741	N	TCGA-AN-A0AR-01A
hsa-mir-301b	20	17.40741	N	TCGA-AN-A0AR-01A
hsa-mir-375	19606	17064.48401	N	TCGA-AN-A0AR-01A
hsa-mir-429	694	604.037127	N	TCGA-AN-A0AR-01A
hsa-mir-592	3	2.611111	N	TCGA-AN-A0AR-01A
hsa-mir-190b	9	3.427669	N	TCGA-AR-A251-01A
hsa-mir-301b	14	5.33193	N	TCGA-AR-A251-01A
hsa-mir-375	31333	11933.239669	N	TCGA-AR-A251-01A
hsa-mir-429	1695	645.544354	N	TCGA-AR-A251-01A
hsa-mir-592	14	5.33193	N	TCGA-AR-A251-01A
hsa-mir-190b	77	57.143917	N	TCGA-AO-A0JB-01A
hsa-mir-301b	1	0.742129	N	TCGA-AO-A0JB-01A
hsa-mir-375	38947	28903.690235	N	TCGA-AO-A0JB-01A
hsa-mir-429	313	232.286313	N	TCGA-AO-A0JB-01A
hsa-mir-592	0	0.0	N	TCGA-AO-A0JB-01A
hsa-mir-190b	97	24.176949	N	TCGA-AR-A2LM-01A
hsa-mir-301b	1	0.249247	N	TCGA-AR-A2LM-01A
hsa-mir-375	11562	2881.792663	N	TCGA-AR-A2LM-01A
hsa-mir-429	187	46.60917	N	TCGA-AR-A2LM-01A
hsa-mir-592	2	0.498494	N	TCGA-AR-A2LM-01A
hsa-mir-190b	29	19.438118	N	TCGA-E2-A10E-01A
hsa-mir-301b	0	0.0	N	TCGA-E2-A10E-01A
hsa-mir-375	9109	6105.579812	N	TCGA-E2-A10E-01A
hsa-mir-429	43	28.822037	N	TCGA-E2-A10E-01A
hsa-mir-592	4	2.68112	N	TCGA-E2-A10E-01A
hsa-mir-190b	231	34.47966	N	TCGA-E9-A1R6-01A
hsa-mir-301b	8	1.194101	N	TCGA-E9-A1R6-01A
hsa-mir-375	27657	4128.155673	N	TCGA-E9-A1R6-01A
hsa-mir-429	981	146.426609	N	TCGA-E9-A1R6-01A
hsa-mir-592	114	17.015936	N	TCGA-E9-A1R6-01A
hsa-mir-190b	70	13.205462	N	TCGA-A7-A3J1-01A
hsa-mir-301b	3	0.565948	N	TCGA-A7-A3J1-01A
hsa-mir-375	164573	31046.606413	N	TCGA-A7-A3J1-01A
hsa-mir-429	358	67.536504	N	TCGA-A7-A3J1-01A
hsa-mir-592	2	0.377299	N	TCGA-A7-A3J1-01A
hsa-mir-190b	139	30.847129	N	TCGA-AC-A3W5-01A
hsa-mir-301b	11	2.44114	N	TCGA-AC-A3W5-01A
hsa-mir-375	151891	33707.922519	N	TCGA-AC-A3W5-01A
hsa-mir-429	50	11.096089	N	TCGA-AC-A3W5-01A
hsa-mir-592	46	10.208402	N	TCGA-AC-A3W5-01A
hsa-mir-190b	24	6.079534	N	TCGA-BH-A0B5-01A
hsa-mir-301b	1	0.253314	N	TCGA-BH-A0B5-01A
hsa-mir-375	17926	4540.905258	N	TCGA-BH-A0B5-01A
hsa-mir-429	151	38.250401	N	TCGA-BH-A0B5-01A
hsa-mir-592	4	1.013256	N	TCGA-BH-A0B5-01A
hsa-mir-190b	3	0.419068	N	TCGA-S3-AA0Z-01A
hsa-mir-301b	9	1.257205	N	TCGA-S3-AA0Z-01A
hsa-mir-375	1299	181.456589	N	TCGA-S3-AA0Z-01A
hsa-mir-429	491	68.587518	N	TCGA-S3-AA0Z-01A
hsa-mir-592	19	2.654099	N	TCGA-S3-AA0Z-01A
hsa-mir-190b	18	12.000968	N	TCGA-BH-A1FM-01A
hsa-mir-301b	3	2.000161	N	TCGA-BH-A1FM-01A
hsa-mir-375	23199	15467.247691	N	TCGA-BH-A1FM-01A
hsa-mir-429	240	160.012908	N	TCGA-BH-A1FM-01A
hsa-mir-592	2	1.333441	N	TCGA-BH-A1FM-01A
hsa-mir-190b	69	41.064438	N	TCGA-A8-A08Z-01A
hsa-mir-301b	3	1.78541	N	TCGA-A8-A08Z-01A
hsa-mir-375	6027	3586.889375	N	TCGA-A8-A08Z-01A
hsa-mir-429	306	182.111855	N	TCGA-A8-A08Z-01A
hsa-mir-592	7	4.165957	N	TCGA-A8-A08Z-01A
hsa-mir-190b	85	15.966807	N	TCGA-AC-A3OD-01A
hsa-mir-301b	4	0.751379	N	TCGA-AC-A3OD-01A
hsa-mir-375	301254	56588.994099	N	TCGA-AC-A3OD-01A
hsa-mir-429	902	169.436	N	TCGA-AC-A3OD-01A
hsa-mir-592	14	2.629827	N	TCGA-AC-A3OD-01A
hsa-mir-190b	143	14.869822	N	TCGA-OL-A5RV-01A
hsa-mir-301b	4	0.415939	N	TCGA-OL-A5RV-01A
hsa-mir-375	175274	18225.826427	N	TCGA-OL-A5RV-01A
hsa-mir-429	1107	115.111139	N	TCGA-OL-A5RV-01A
hsa-mir-592	7	0.727893	N	TCGA-OL-A5RV-01A
hsa-mir-190b	75	5.478798	N	TCGA-AR-A2LO-01A
hsa-mir-301b	3	0.219152	N	TCGA-AR-A2LO-01A
hsa-mir-375	9482	692.666169	N	TCGA-AR-A2LO-01A
hsa-mir-429	491	35.867864	N	TCGA-AR-A2LO-01A
hsa-mir-592	5	0.365253	N	TCGA-AR-A2LO-01A
hsa-mir-190b	21	10.407632	N	TCGA-C8-A1HK-01A
hsa-mir-301b	20	9.912031	N	TCGA-C8-A1HK-01A
hsa-mir-375	146674	72691.859745	N	TCGA-C8-A1HK-01A
hsa-mir-429	535	265.146822	N	TCGA-C8-A1HK-01A
hsa-mir-592	13	6.44282	N	TCGA-C8-A1HK-01A
hsa-mir-190b	125	25.439477	N	TCGA-AO-A12H-01A
hsa-mir-301b	4	0.814063	N	TCGA-AO-A12H-01A
hsa-mir-375	719036	146335.199099	N	TCGA-AO-A12H-01A
hsa-mir-429	430	87.511801	N	TCGA-AO-A12H-01A
hsa-mir-592	19	3.866801	N	TCGA-AO-A12H-01A
hsa-mir-190b	48	64.076294	N	TCGA-A8-A06Z-01A
hsa-mir-301b	2	2.669846	N	TCGA-A8-A06Z-01A
hsa-mir-375	115046	153577.526308	N	TCGA-A8-A06Z-01A
hsa-mir-429	259	345.745	N	TCGA-A8-A06Z-01A
hsa-mir-592	15	20.023842	N	TCGA-A8-A06Z-01A
hsa-mir-190b	5	0.623872	N	TCGA-E2-A1AZ-01A
hsa-mir-301b	40	4.990979	N	TCGA-E2-A1AZ-01A
hsa-mir-375	159375	19885.933661	N	TCGA-E2-A1AZ-01A
hsa-mir-429	1076	134.257347	N	TCGA-E2-A1AZ-01A
hsa-mir-592	5	0.623872	N	TCGA-E2-A1AZ-01A
hsa-mir-190b	15	5.780033	N	TCGA-BH-A1FE-01A
hsa-mir-301b	2	0.770671	N	TCGA-BH-A1FE-01A
hsa-mir-375	7046	2715.074056	N	TCGA-BH-A1FE-01A
hsa-mir-429	154	59.34167	N	TCGA-BH-A1FE-01A
hsa-mir-592	2	0.770671	N	TCGA-BH-A1FE-01A
hsa-mir-190b	36	5.133848	N	TCGA-AC-A3YI-01A
hsa-mir-301b	2	0.285214	N	TCGA-AC-A3YI-01A
hsa-mir-375	23404	3337.57161	N	TCGA-AC-A3YI-01A
hsa-mir-429	376	53.62019	N	TCGA-AC-A3YI-01A
hsa-mir-592	10	1.426069	N	TCGA-AC-A3YI-01A
hsa-mir-190b	25	5.702404	N	TCGA-D8-A1X9-01A
hsa-mir-301b	2	0.456192	N	TCGA-D8-A1X9-01A
hsa-mir-375	82695	18862.411487	N	TCGA-D8-A1X9-01A
hsa-mir-429	136	31.021077	N	TCGA-D8-A1X9-01A
hsa-mir-592	3	0.684288	N	TCGA-D8-A1X9-01A
hsa-mir-190b	9	3.910875	N	TCGA-BH-A0B7-01A
hsa-mir-301b	8	3.476334	N	TCGA-BH-A0B7-01A
hsa-mir-375	46434	20177.510293	N	TCGA-BH-A0B7-01A
hsa-mir-429	376	163.387687	N	TCGA-BH-A0B7-01A
hsa-mir-592	10	4.345417	N	TCGA-BH-A0B7-01A
hsa-mir-190b	2	0.21751	N	TCGA-AR-A2LQ-01A
hsa-mir-301b	0	0.0	N	TCGA-AR-A2LQ-01A
hsa-mir-375	24665	2682.446025	N	TCGA-AR-A2LQ-01A
hsa-mir-429	265	28.820117	N	TCGA-AR-A2LQ-01A
hsa-mir-592	3	0.326265	N	TCGA-AR-A2LQ-01A
hsa-mir-190b	12	12.877789	N	TCGA-BH-A0DS-01A
hsa-mir-301b	1	1.073149	N	TCGA-BH-A0DS-01A
hsa-mir-375	5792	6215.679352	N	TCGA-BH-A0DS-01A
hsa-mir-429	307	329.456761	N	TCGA-BH-A0DS-01A
hsa-mir-592	5	5.365745	N	TCGA-BH-A0DS-01A
hsa-mir-190b	151	40.331218	N	TCGA-BH-A6R8-01A
hsa-mir-301b	1	0.267094	N	TCGA-BH-A6R8-01A
hsa-mir-375	330351	88234.822775	N	TCGA-BH-A6R8-01A
hsa-mir-429	292	77.991495	N	TCGA-BH-A6R8-01A
hsa-mir-592	8	2.136753	N	TCGA-BH-A6R8-01A
hsa-mir-190b	179	19.500793	N	TCGA-LL-A5YM-01A
hsa-mir-301b	9	0.980487	N	TCGA-LL-A5YM-01A
hsa-mir-375	710107	77361.170152	N	TCGA-LL-A5YM-01A
hsa-mir-429	707	77.022684	N	TCGA-LL-A5YM-01A
hsa-mir-592	34	3.704061	N	TCGA-LL-A5YM-01A
hsa-mir-190b	17	10.687287	N	TCGA-A2-A0YK-01A
hsa-mir-301b	0	0.0	N	TCGA-A2-A0YK-01A
hsa-mir-375	72960	45867.320477	N	TCGA-A2-A0YK-01A
hsa-mir-429	176	110.644852	N	TCGA-A2-A0YK-01A
hsa-mir-592	5	3.14332	N	TCGA-A2-A0YK-01A
hsa-mir-190b	38	38.41391	N	TCGA-A8-A07Z-01A
hsa-mir-301b	5	5.054462	N	TCGA-A8-A07Z-01A
hsa-mir-375	26160	26444.944275	N	TCGA-A8-A07Z-01A
hsa-mir-429	71	71.773358	N	TCGA-A8-A07Z-01A
hsa-mir-592	5	5.054462	N	TCGA-A8-A07Z-01A
